Ticker,Timestamp,StockPrice,Mean,Difference,PercentageDeviation
FLTR,11-11-2023,17934.61,18052.203666666665,-117.59366666666392,-3.2729316045488686
FLTR,12-11-2023,17773.20,18052.203666666665,-279.0036666666638,-4.14346718406299
FLTR,13-11-2023,17613.24,18052.203666666665,-438.9636666666629,-5.006182451388918
FLTR,14-11-2023,17525.17,18052.203666666665,-527.0336666666662,-5.481172033743244
FLTR,15-11-2023,17542.70,18052.203666666665,-509.5036666666638,-5.3866271560474095
FLTR,16-11-2023,17718.12,18052.203666666665,-334.0836666666655,-4.440531180839145
FLTR,17-11-2023,17930.74,18052.203666666665,-121.4636666666629,-3.2938037481132
FLTR,18-11-2023,17948.67,18052.203666666665,-103.53366666666625,-3.1971015429172063
FLTR,19-11-2023,17984.57,18052.203666666665,-67.6336666666648,-3.003481399775157
FLTR,20-11-2023,17858.68,18052.203666666665,-193.5236666666642,-3.682446297272414
FLTR,21-11-2023,18090.84,18052.203666666665,38.63633333333564,-2.4303334161622074
FLTR,22-11-2023,18018.48,18052.203666666665,-33.72366666666494,-2.8205939609465607
FLTR,23-11-2023,18216.68,18052.203666666665,164.4763333333358,-1.7516381846024702
FLTR,24-11-2023,18271.33,18052.203666666665,219.12633333333724,-1.4568933148890197
FLTR,25-11-2023,18289.60,18052.203666666665,237.39633333333404,-1.3583573813178642
FLTR,26-11-2023,18435.92,18052.203666666665,383.71633333333375,-0.5692069817484072
FLTR,27-11-2023,18325.30,18052.203666666665,273.09633333333477,-1.1658159019259133
FLTR,28-11-2023,18398.61,18052.203666666665,346.4063333333361,-0.7704317043286059
FLTR,29-11-2023,18361.81,18052.203666666665,309.6063333333368,-0.968905834346071
FLTR,30-11-2023,18196.55,18052.203666666665,144.34633333333477,-1.8602056910495317
FLTR,01-12-2023,18069.18,18052.203666666665,16.976333333335788,-2.547152700297489
FLTR,02-12-2023,18141.45,18052.203666666665,89.24633333333622,-2.15737755420068
FLTR,03-12-2023,18304.73,18052.203666666665,252.52633333333506,-1.2767564686231765
FLTR,04-12-2023,18176.59,18052.203666666665,124.38633333333564,-1.967856333309002
FLTR,05-12-2023,18140.24,18052.203666666665,88.0363333333371,-2.1639034698887496
FLTR,06-12-2023,18285.36,18052.203666666665,233.15633333333608,-1.381225052819866
FLTR,07-12-2023,18139.08,18052.203666666665,86.87633333333724,-2.1701597196392997
FLTR,08-12-2023,18066.52,18052.203666666665,14.316333333335933,-2.561498928173751
FLTR,09-12-2023,17921.99,18052.203666666665,-130.2136666666629,-3.3409952871798536
FLTR,10-12-2023,17886.15,18052.203666666665,-166.05366666666305,-3.5342918311968683
